,Unnamed: 0,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year;
"167517,11949,0.284,['Sufjan Stevens'],0.198,134787,0.562,0,5fYX56xGBl1MoifHJFN9ZU,0.9179999999999999,9,0.0929,-7.32,1,""The Black Hawk War, Or, How to Demolish an Entire Civilization and Still Feel Good About Yourself In the Morning, Or, We Apologize for the Inconvenience But You're Going to Have to Leave Now, Or..."",43,2005-07-05,0.0367,88.307,0.114,2005";
167518,11950,0.08900000000000001,['El Simbolo'],0.68,265520,0.941,0,6aIOfv9A3FZtQjMjyWNiJJ,8.53e-06,0,0.0807,-4.988,1,Levantando Las Manos,57,2005,0.0858,96.584,0.941,2005;
167519,11951,0.000672,['Acceptance'],0.423,173493,0.885,0,6qmWUrLqtHXy7C2UBDEDQh,0.0,1,0.106,-4.003,1,In Too Far,41,2005-04-26,0.0481,75.192,0.628,2005;
"167520,11952,0.0615,""['Fort Minor', 'Kenna', 'Jonah Matranga', 'Styles Of Beyond']"",0.8390000000000001,191987,0.816,1,21LDnCDpGk717CR3iLMhxc,0.00105,3,0.16,-4.447,0,""Red to Black (feat. Kenna, Jonah Matranga & Styles of Beyond)"",43,2005-11-21,0.0365,120.022,0.915,2005";
"167521,11953,0.0701,""['Beyoncé', 'Slim Thug']"",0.7020000000000001,210427,0.89,0,49YeEoXjdJBaVOjghMPEdR,0.0,7,0.385,-3.7939999999999996,1,Check On It (feat. Slim Thug),44,2005-10-25,0.214,166.115,0.887,2005";
"167522,11954,0.0823,""['Lil Wayne', 'Kurupt']"",0.718,286560,0.883,1,36ZADuEnMMUJRC3Igz8J20,0.0,1,0.381,-3.91,0,Lock And Load,40,2005-01-01,0.31,170.074,0.517,2005";
167523,11955,0.0235,['Tally Hall'],0.557,223467,0.772,0,0DMDOM5l1aYm18rR214KbP,1.05e-06,4,0.122,-4.88,1,Greener,40,2005-10-24,0.0405,161.858,0.56,2005;
167524,11956,1.6e-05,['Children Of Bodom'],0.387,237640,0.983,0,1yo3kUDbRC60FCroxINeJQ,0.66,10,0.267,-2.7689999999999997,0,If You Want Peace... Prepare For War,47,2005-01-01,0.068,170.075,0.44299999999999995,2005;
167525,11957,0.153,['Los Traileros Del Norte'],0.6890000000000001,183227,0.855,0,7rawYVXegJYjMKNK888djz,0.0,0,0.14,-4.045,1,Arrastrando La Cobija,43,2005-01-01,0.0579,105.792,0.958,2005;
"167526,11958,0.746,""['John Williams', 'London Symphony Orchestra']"",0.11199999999999999,253933,0.14300000000000002,0,2nhakXS6IKRghj5lxe9pox,0.889,9,0.091,-17.012,0,Enter Lord Vader,43,2005-05-03,0.0363,78.619,0.0365,2005";
167527,11959,0.0375,['Mischief Brew'],0.517,215667,0.773,0,2rf4HJG3NMDBlQrO4fu8Zn,0.0,0,0.7609999999999999,-7.41,1,Roll Me Through The Gates Of Hell,41,2005-06-01,0.0615,136.434,0.8009999999999999,2005;
167528,11960,0.0134,['Transplants'],0.622,234807,0.835,0,77LJcGtVHqhMssgqJgzpRi,7.2e-05,11,0.345,-5.367999999999999,0,Gangsters and Thugs,43,2005-06-21,0.0558,168.56599999999997,0.654,2005;
167529,11961,0.6459999999999999,['El Viejo Paulino Y Su Gente'],0.795,175667,0.5,0,39c2eG9PQzzMrQFsQpqqyN,0.0,7,0.195,-9.083,1,Las Cuatro De La Mañana,45,2005-01-01,0.0714,114.00399999999999,0.851,2005;
167530,11962,0.00364,['Bloc Party'],0.29600000000000004,232400,0.841,0,7dwCUb3OXadzAMWj5tzqyP,0.792,9,0.102,-4.746,1,So Here We Are,40,2005-03-22,0.0487,155.563,0.134,2005;
167531,11963,0.0355,['Los Bunkers'],0.48200000000000004,236472,0.7859999999999999,0,5NzJLjeohvqIjR8BIZLBbo,0.0,9,0.0472,-4.166,0,Llueve sobre la ciudad,65,2005,0.0343,107.837,0.7829999999999999,2005;
167532,11964,0.981,['Fred Mollin'],0.496,197520,0.128,0,7JRHI0vNElkfVjPxhfNnb6,0.8809999999999999,0,0.0923,-18.793,1,Lavender Blue (Dilly Dilly) - Instrumental,43,2005-01-01,0.0305,111.06200000000001,0.196,2005;
167533,11965,0.501,['Leela James'],0.778,245426,0.636,0,6Cl90cl4efMaG05Xm4LjDN,4.2499999999999996e-05,1,0.106,-6.539,1,Music,49,2005,0.129,98.008,0.52,2005;
167534,11966,0.109,['The Game'],0.51,251347,0.7979999999999999,1,0JlYNNkFTSuvlkSXcyPHHP,0.0,1,0.281,-5.931,0,The Documentary,44,2005,0.364,168.27,0.48700000000000004,2005;
167535,11967,0.000306,['Silverstein'],0.483,285480,0.848,0,0ZRMjX0z8jnUhQs0tIXv1w,0.000334,2,0.12300000000000001,-4.022,1,Discovering the Waterfront,42,2005,0.0527,126.056,0.159,2005;
167536,11968,0.4920000000000001,['Animal Collective'],0.34600000000000003,502360,0.48700000000000004,0,6JOZHmPAfpB0drwuwFwPV9,0.8490000000000001,9,0.146,-12.542,1,Banshee Beat,43,2005-10-16,0.0406,114.16,0.317,2005;
167537,11969,0.151,['Jason Aldean'],0.615,197013,0.831,0,0YhXneBTwdtFbSVMzqkzmd,6.74e-06,8,0.254,-2.668,1,You're the Love I Wanna Be In,38,2005-07-26,0.0394,118.055,0.555,2005;
167538,11970,0.88,['Bayside'],0.63,236707,0.252,0,4HVoKfOeEo3wNVcyzFNsg4,0.0,10,0.11699999999999999,-11.693,1,Don't Call Me Peanut,39,2005-08-23,0.0322,152.32299999999995,0.245,2005;
167539,11971,0.154,['Cardenales De Nuevo León'],0.659,178280,0.7390000000000001,0,6XS7QcHF45Glis3ZCaznCx,0.00027,2,0.243,-7.102,1,Amor De Unas Horas,46,2005-01-01,0.0462,107.215,0.8009999999999999,2005;
167540,11972,0.0113,['T-Pain'],0.652,216271,0.505,0,2Ww07D190BUH4qE8tJ7dOY,0.0,2,0.096,-9.204,0,Studio Luv,40,2005,0.0539,130.463,0.17800000000000002,2005;
167541,11973,8.28e-05,['KMFDM'],0.634,273680,0.865,0,5IZAYQW50Zb5r4yldkjDbF,0.74,10,0.315,-6.2929999999999975,0,Professional Killer,45,2005-09-13,0.0477,120.006,0.687,2005;
167542,11974,0.32299999999999995,['Ralph Stanley'],0.483,144067,0.503,0,6FYzqSvHjHjX5MbxLa7mKO,0.0,11,0.139,-7.093,1,I'll Fly Away,40,2005-06-07,0.0342,126.884,0.452,2005;
167543,11975,0.607,['Tracy Chapman'],0.762,305827,0.504,0,4q83spgP5cU0MXMqrYsxau,3.41e-05,5,0.11900000000000001,-9.424,1,Change,50,2005-09-05,0.0282,125.736,0.467,2005;
"167544,11976,0.006940000000000001,""['Webbie', 'Bun B']"",0.674,267720,0.773,1,0KGZzYTmH3lfpSKOcjnOkp,0.0,8,0.312,-6.0020000000000024,1,Give Me That,38,2005-07-05,0.28800000000000003,78.001,0.506,2005";
167545,11977,0.0883,['T-Pain'],0.755,259840,0.473,1,0v4150cKFLKaB56wSohF49,0.0,0,0.18899999999999997,-9.7,0,I'm Sprung 2,40,2005,0.342,100.029,0.41,2005;
167546,11978,0.513,['New Edition'],0.748,203867,0.688,0,7alcrjZSE1TGO6qtb0pQRU,0.0,1,0.14,-7.142,0,Hot 2 Nite,40,2005-04-20,0.141,100.08200000000001,0.863,2005;
"167547,11979,0.107,""['Three 6 Mafia', """"Lil' Flip""""]"",0.7879999999999999,260427,0.9470000000000001,1,2P3NxIGVS2S13P7TFOMpSb,0.0,6,0.212,-4.348,1,Ridin Spinners (feat. Lil' Flip) - Explicit Album Version,39,2005,0.273,164.213,0.72,2005";
167548,11980,0.345,['John Prine'],0.564,303307,0.414,0,6CX3K4UXAPXk9BymJZQTIP,2.91e-06,9,0.24100000000000002,-10.879000000000001,1,Crazy as a Loon,41,2005-04-26,0.0292,121.43700000000001,0.5579999999999999,2005;
167549,11981,0.0102,['Augustana'],0.273,260507,0.723,0,7yb43jMOe3LuBPss48SF8g,1.13e-05,7,0.0902,-5.209,1,Stars and Boulevards,40,2005,0.0336,79.815,0.441,2005;
167550,11982,0.519,['Ricardo Rodriguez'],0.348,384964,0.632,0,373TVaZQV9MictwnHCBPhm,0.0,2,0.6759999999999999,-7.92,1,Alaba,44,2005-01-01,0.0368,140.341,0.324,2005;
167551,11983,0.993,['Fred Mollin'],0.444,220493,0.0644,0,4yKZZfDo52opAkTX97gD3W,0.746,7,0.0893,-17.92,1,Love Me Tender - Instrumental,42,2005-01-01,0.0377,142.41,0.16,2005;
167552,11984,0.0044399999999999995,['Emanuel'],0.431,224560,0.915,0,7afP5szYNk5vMxYv81bUMu,0.0,3,0.302,-4.048,0,Make Tonight,41,2005-03-01,0.0893,122.34700000000001,0.41600000000000004,2005;
167553,11985,0.00386,['Fobia'],0.698,270533,0.5429999999999999,0,7dkzqJnqaLDEH8MsP1Rxx7,0.0,9,0.10400000000000001,-5.345,1,Hoy Tengo Miedo,50,2005-08-23,0.0359,117.98200000000001,0.209,2005;
167554,11986,0.0315,['Motion City Soundtrack'],0.516,319307,0.8540000000000001,0,1gj2CuM9X66uuTqF7G0lo7,0.0114,1,0.0675,-6.224,1,Hold Me Down,40,2005-06-07,0.049,120.087,0.162,2005;
167555,11987,0.122,['Slightly Stoopid'],0.8170000000000001,187920,0.682,0,7aNTfUxWGwdHZswsdThYbW,0.475,2,0.0828,-5.477,1,Fat Spliffs,39,2005,0.0707,82.15299999999998,0.914,2005;
167556,11988,7.659999999999999e-05,['Silverstein'],0.434,254027,0.883,0,6G1TNsBZERJykdKFwRGPiY,2.58e-05,9,0.263,-3.13,0,Call It Karma,41,2005,0.0514,170.02200000000005,0.242,2005;
167557,11989,0.0923,['Wiso G'],0.89,191191,0.723,0,6KC9RBNcIaXHHE18tdyq3h,1.04e-05,9,0.166,-6.129,1,Medley,47,2005,0.11199999999999999,97.98299999999999,0.813,2005;
167558,11990,0.000138,['Silverstein'],0.516,206987,0.76,0,72agdxilQsiRK2SyB4p877,0.0219,9,0.105,-5.3610000000000015,1,Ides of March,41,2005,0.0375,129.984,0.14,2005;
"167559,11991,0.0935,['Trick Daddy'],0.813,246947,0.687,0,61yMEjzVPDXONZsl8btpDG,0.0,4,0.146,-5.62,0,""Sugar (Gimme Some) [feat. Ludacris, Lil Kim, and Cee-Lo] - Main"",40,2005-03-01,0.184,120.023,0.9109999999999999,2005";
167560,11992,1.43e-06,['Bolt Thrower'],0.402,281120,0.86,0,7ijzfPlrrszfIllGC2FHgO,0.895,8,0.10300000000000001,-7.689,1,The Killchain,46,2005,0.039,108.118,0.4270000000000001,2005;
"167561,11993,0.365,""['Alisha Chinai', 'Shankar Mahadevan', 'Javed Ali']"",0.484,482586,0.898,0,72HdutlIHBZJ7WT1xVAAZT,0.0,0,0.091,-4.132,1,Kajra Re,51,2005-04-15,0.16399999999999998,91.975,0.68,2005";
167562,11994,0.000459,['Circa Survive'],0.326,202240,0.831,0,7FhexwmTudKyptCThSxT1N,0.0,11,0.139,-7.029,1,Holding Someone's Hair Back,39,2005-01-01,0.0842,181.239,0.345,2005;
"167563,11995,0.0331,""[""""Jack's Mannequin""""]"",0.3670000000000001,178480,0.855,1,2WYVm7mLtNJkMC4Ns9cHM5,0.0,0,0.385,-4.207,1,Holiday from Real - 2015 Remastered,40,2005,0.0421,104.8,0.366,2005";
167564,11996,0.171,['Jason Aldean'],0.493,250440,0.652,0,53nAJjHKwKOjTrbUVqhMeA,1.53e-06,2,0.25,-4.343,1,Even If I Wanted To,38,2005-07-26,0.0353,149.779,0.294,2005;
"167565,11997,0.0342,""['Lil Wayne', 'Nikki']"",0.784,258760,0.637,1,3iujdhEEObcf6u8NHz1nBo,0.0,2,0.28300000000000003,-4.227,0,Weezy Baby,40,2005-01-01,0.281,77.85600000000002,0.747,2005";
167566,11998,0.00165,['Dropkick Murphys'],0.353,283680,0.889,0,0BnS2mIXaKvNDmy98EBJO5,1.1599999999999999e-05,3,0.166,-2.9939999999999998,1,It's A Long Way To The Top (If You Wanna Rock 'n' Roll),47,2005-03-08,0.0893,145.745,0.285,2005;
167567,11999,0.218,['The White Buffalo'],0.317,274240,0.33899999999999997,0,4lICGTQQfzAYElFScWx1uc,0.14800000000000002,4,0.10099999999999999,-11.626,0,The Matador,50,2005-01-01,0.0281,61.85,0.15,2005;
167568,12000,0.0372,['Carrie Underwood'],0.47600000000000003,238907,0.635,0,4OsGGGnGDfO1KmUAI2wD71,0.0,6,0.12,-4.824,1,I Just Can't Live a Lie,41,2005-11-14,0.0273,153.866,0.28300000000000003,2005;
167569,12001,0.745,['Connie Francis'],0.584,157880,0.737,0,1qC8zQRrdkZCwzQ5N4ECoD,1.93e-05,1,0.20800000000000002,-4.643,1,Everybody's Somebopdy's Fool,48,2005-06-14,0.0306,84.322,0.753,2005;
167570,12002,0.718,['Buddy Knox'],0.664,135173,0.731,0,3SNEFR9U8CCEUN3iZfkVgW,5.95e-06,11,0.21600000000000005,-7.84,0,Party Doll,46,2005-05-17,0.0779,90.054,0.6609999999999999,2005;
167571,12003,0.0034200000000000003,['Bowling For Soup'],0.405,209187,0.595,0,0oIdGPU9IFlYe1qag6ZHcY,0.0,2,0.29,-4.727,1,...Baby One More Time,44,2005-11-14,0.0354,176.543,0.513,2005;
167572,12004,0.0449,['Weezer'],0.37799999999999995,262560,0.521,0,1mfXhl9lnAnyiENJRw3CG5,0.00579,3,0.11199999999999999,-5.029,1,Hold Me,41,2005-05-10,0.0296,85.141,0.115,2005;
167573,12005,0.0918,['Tanto Metro & Devonte'],0.6,209053,0.583,0,00FU5uypELwgQuM9IbFC6G,0.0,9,0.0992,-6.617000000000001,0,Give It To Her,46,2005,0.281,126.51700000000001,0.763,2005;
167574,12006,0.016,['Porcupine Tree'],0.376,722200,0.789,0,0dm3KyleAwe6L4oEEyPm5m,0.7040000000000001,2,0.245,-5.032,0,Arriving Somewhere But Not Here,51,2005-03-28,0.05,159.966,0.0483,2005;
167575,12007,0.259,['John Anderson'],0.726,176840,0.33,0,0qu9P0DcFcgAycRsbWupnZ,0.000309,1,0.0704,-14.864,1,Would You Catch a Falling Star,39,2005-02-08,0.033,109.15799999999999,0.7120000000000001,2005;
167576,12008,0.532,['Vico C'],0.7979999999999999,245333,0.74,0,2sG0DhUyomwiWk5gcMUV7Z,0.0,2,0.192,-2.5340000000000003,1,Desahogo,51,2005-01-01,0.278,90.164,0.861,2005;
"167577,12009,0.828,""['Christine Fan', 'Angela Chang']"",0.5920000000000001,228520,0.469,0,47qkmo2smLRBNlbzDEwZHS,0.0,2,0.198,-7.6679999999999975,1,如果的事,53,2005-06-03,0.0293,129.959,0.5579999999999999,2005";
167578,12010,0.00162,['Jeezy'],0.5479999999999999,254133,0.838,1,1qGlMUz2N6yx8GrOmQ6ReV,0.0,5,0.0689,-8.0,0,Standing Ovation,39,2005-07-26,0.20600000000000002,144.09,0.16,2005;
"167579,12011,0.14,""['Bow Wow', 'Ciara']"",0.575,204693,0.5920000000000001,0,4rvSqlJCW4CvLFPRF9YH4c,0.0,6,0.0761,-8.782,1,Like You (feat. Ciara),43,2005-07-15,0.188,81.536,0.466,2005";
167580,12012,0.0895,['Los Rieleros Del Norte'],0.695,203853,0.606,0,5G5TAfojJWd6sMmHchXdQu,0.000143,10,0.11199999999999999,-6.416,1,Te Quiero Mucho,51,2005-11-29,0.03,118.962,0.912,2005;
167581,12013,0.0158,['Reik'],0.737,225466,0.746,0,6NywlSopsXXsY3B3IoearQ,0.0,0,0.196,-5.632999999999999,1,Amor Primero,38,2005-05-24,0.0273,105.01799999999999,0.858,2005;
"167582,12014,0.335,""['Kaleth Morales', 'Andres Herrera']"",0.6509999999999999,376533,0.831,0,6qvCE9WhoF57af6boMwaOz,0.0,0,0.716,-4.802,1,Vivo en el limbo,56,2005-02-15,0.0976,106.241,0.91,2005";
167583,12015,0.0732,['Tally Hall'],0.69,206733,0.552,0,7oKyITEBWOqSO87kuSBCx5,0.0,4,0.133,-6.643,1,Good Day,41,2005-10-24,0.0366,107.98700000000001,0.5720000000000001,2005;
167584,12016,0.873,['The Elegants'],0.408,162773,0.397,0,3c7KT5CN8uYRaK3xThhdYt,0.0,9,0.28,-12.536,1,Little Star,38,2005-07-26,0.03,72.615,0.6970000000000001,2005;
"167585,12017,0.971,""['Ilene Woods', 'Mice Chorus']"",0.262,274480,0.17,0,6PiTsEEiNYU9a9xXowi9i5,0.000407,3,0.204,-14.8,1,A Dream Is a Wish Your Heart Makes,41,2005-10-19,0.0472,89.594,0.149,2005";
167586,12018,0.26899999999999996,['50 Cent'],0.598,257773,0.8170000000000001,1,1Fj7CtYdzMggpfN7pU751s,0.0123,1,0.111,-5.553,0,A Baltimore Love Thing,45,2005-03-03,0.401,81.51,0.715,2005;
167587,12019,0.00013700000000000002,['Disturbed'],0.473,252053,0.9690000000000001,0,2UiFk0Fwy2gTWJShgQL8el,0.37799999999999995,9,0.111,-2.9730000000000003,0,Forgiven,44,2005-09-19,0.14800000000000002,93.948,0.341,2005;
167588,12020,0.0334,['Daryl Hall & John Oates'],0.8909999999999999,307307,0.452,0,6r41t4oJtwcBHp4h1ZDMlj,0.0011300000000000001,5,0.0342,-9.086,0,I Can't Go for That (No Can Do),43,2005-04-25,0.0369,110.586,0.9640000000000001,2005;
167589,12021,0.145,['Capone'],0.6990000000000001,166947,0.655,1,0OhaQ9ifHD1euMHcKhsX80,0.0,2,0.303,-5.367000000000001,1,Streets Favorite,57,2005-07-12,0.21899999999999997,88.027,0.4270000000000001,2005;
167590,12022,0.9470000000000001,['Dolly Parton'],0.439,173960,0.153,0,269tQZZrPkJrWTpgK915BW,0.000202,9,0.11800000000000001,-12.319,1,I Will Always Love You,43,2005-06-28,0.0333,135.256,0.18,2005;
167591,12023,0.858,['The Statler Brothers'],0.606,168067,0.425,0,2L7gxas3wBuSL1njfvSo1p,2.02e-05,10,0.11900000000000001,-11.671,1,I'll Go To My Grave Loving You,40,2005-04-19,0.025,95.807,0.7909999999999999,2005;
167592,12024,0.0057399999999999994,['Pretty Ricky'],0.696,271013,0.618,1,7B1GW9WZj5oTCCZ0X2SAbv,0.0,4,0.305,-6.652,0,Get a Little Closer,42,2005-05-17,0.107,78.023,0.769,2005;
167593,12025,0.159,['Hillsong UNITED'],0.389,368533,0.46,0,3UMh8wg0VNZ6WbmKUdRpIt,0.0,4,0.17300000000000001,-7.702000000000001,1,Til I See You - Live,39,2005-05-03,0.027999999999999997,142.003,0.102,2005;
167594,12026,0.253,['James Blunt'],0.633,221773,0.701,1,3fl78noR9kt12JYKuTAP4a,4.79e-05,10,0.165,-5.968999999999999,1,Wisemen,57,2005-08-08,0.0267,151.892,0.634,2005;
"167595,12027,0.929,""['Diana Krall', 'Clayton-Hamilton Jazz Orchestra']"",0.435,249960,0.127,0,2pPuNt9XzSz79qnrCl5hBf,2.34e-06,8,0.109,-14.468,1,What Are You Doing New Year's Eve?,41,2005-01-01,0.0382,69.48,0.138,2005";
167596,12028,2.68e-05,['Trivium'],0.254,355320,0.9520000000000001,0,3uq1JSqEFzVzcmFJc6SXDS,0.000391,2,0.209,-3.472,0,A Gunshot to the Head of Trepidation,45,2005-03-07,0.0497,145.024,0.48100000000000004,2005;
"167597,12029,0.251,""['Nujabes', 'Substantial']"",0.596,214333,0.777,0,7mEPuj0XW6eK14Unu6IUc1,0.0717,11,0.20600000000000002,-11.963,0,Eclipse (feat. Substantial),44,2005-11-11,0.262,95.65,0.642,2005";
167598,12030,8.950000000000001e-05,['Soilwork'],0.47,273840,0.966,0,4XFykLS5W3LCvEQ5QfU01P,8.23e-05,4,0.23199999999999998,-4.0710000000000015,1,Stabbing the Drama,49,2005-02-28,0.122,150.066,0.17600000000000002,2005;
167599,12031,0.139,['Eminem'],0.804,313680,0.7240000000000001,1,03MsOLzpQSyH46DZxkt84o,0.0,11,0.287,-6.1610000000000005,0,Criminal,44,2005-12-06,0.271,101.95100000000001,0.5539999999999999,2005;
167600,12032,0.0128,['ZZ Top'],0.469,234107,0.532,0,060SIy6PC30dMWw6wI6292,0.125,9,0.11800000000000001,-15.665999999999999,0,La Grange,38,2005-07-19,0.0609,160.914,0.52,2005;
167601,12033,0.000221,['Disturbed'],0.537,185640,0.9670000000000001,0,7yZtrG0ktXcDCyWkmIWmEi,0.0355,5,0.1,-2.735,1,Sacred Lie,44,2005-09-19,0.0649,104.898,0.287,2005;
"167602,12034,0.0418,""['Shakira', 'Alejandro Sanz']"",0.784,213440,0.763,0,6UwBdW2wlO9ikUD3LU8GF3,0.00161,0,0.0974,-5.075,1,La Tortura (feat. Alejandro Sanz) - Alternate Version,48,2005-11-28,0.0483,100.012,0.782,2005";
167603,12035,0.597,['Macklemore'],0.385,261347,0.85,0,12pC5zaEg3DBUCBxaAT0Fc,0.3670000000000001,0,0.16399999999999998,-3.3539999999999996,0,White Privilege,43,2005-01-01,0.27699999999999997,83.229,0.5529999999999999,2005;
167604,12036,0.847,['The Muppet Cast'],0.73,147427,0.332,0,5qzKbcG0u62q0e8FYyny4s,0.0,4,0.364,-14.544,1,Scrooge,40,2005-01-01,0.128,98.035,0.75,2005;
167605,12037,0.000105,['Funeral For A Friend'],0.386,247427,0.9490000000000001,0,6MVhQjz1SNN8IDTBlZwvwG,0.0,8,0.132,-3.701,0,Roses for the Dead,48,2005-06-08,0.0486,105.219,0.55,2005;
"167606,12038,0.135,""['Mariah Carey', 'Twista']"",0.782,194707,0.682,0,1sBYBkxkGUJ9ifckB6N8HH,0.0,6,0.0661,-6.216,0,One And Only,38,2005-01-01,0.0373,130.06,0.606,2005";
167607,12039,0.564,['Carrie Underwood'],0.486,199787,0.8590000000000001,0,2NvXBpGZDjuqKApdwULI3R,0.0,0,0.141,-3.5789999999999997,1,I Ain't In Checotah Anymore,40,2005-11-14,0.0693,157.898,0.441,2005;
167608,12040,0.77,['Amadou & Mariam'],0.6779999999999999,316973,0.423,0,2ixJ6aH76bIu2VJqCyJJvO,0.00248,11,0.151,-10.222999999999999,0,Je pense à toi,44,2005-01-01,0.0265,106.346,0.855,2005;
"167609,12041,0.0005809999999999999,""['Kamelot', 'Simone Simons']"",0.281,340373,0.841,0,4riKzzeTonEgPN9OCCvMqQ,0.000139,1,0.262,-7.232,0,The Haunting (Somewhere in Time) [feat. Simone Simons],50,2005-03-15,0.067,120.016,0.28600000000000003,2005";
"167610,12042,0.0897,""['Play-N-Skillz', 'Krayzie Bone', 'Adina Howard']"",0.723,267987,0.596,1,7548BhGLLLNfuwRNZASyUC,0.0,1,0.22,-5.6770000000000005,0,Freaks,38,2005-01-01,0.153,69.008,0.784,2005";
167611,12043,0.8440000000000001,['Xavier Rudd'],0.5379999999999999,242427,0.563,0,2hXgZdNNnIOOfXmWDzF05n,0.009640000000000001,1,0.106,-12.535,1,Messages,52,2005-01-01,0.17800000000000002,125.87299999999999,0.431,2005;
167612,12044,0.0156,['Nine Inch Nails'],0.5,221933,0.975,1,4Hs5Fu5fHNPwHvKAiUXotu,0.0277,10,0.299,-5.754,1,You Know What You Are?,39,2005-05-03,0.0954,160.02700000000004,0.266,2005;
"167613,12045,0.0323,""['Beastie Boys', 'Fatboy Slim']"",0.653,248507,0.9640000000000001,0,68dzQnqoBBgydfmd5yJDaT,0.0,6,0.14800000000000002,-4.026,1,Body Movin' - Fatboy Slim Remix / Remastered 2005,44,2005-01-01,0.106,101.79,0.696,2005";
167614,12046,0.21,['Adam Pascal'],0.387,156933,0.41200000000000003,0,4i5CsAoHF8V6fL79WzEHzx,0.0,0,0.214,-6.727,1,Your Eyes,41,2005-09-27,0.0286,100.87899999999999,0.113,2005;
167615,12047,0.649,['Gregory Alan Isakov'],0.527,226147,0.226,0,6JQD0aZgPRajrTbmsUn6sE,0.182,8,0.303,-19.611,1,garden,42,2005-01-01,0.0357,93.054,0.331,2005;
167616,12048,0.00671,['Jeezy'],0.405,199426,0.9620000000000001,1,2qTG2xL6NpSo3NpIab5zVW,0.0,4,0.133,-2.575,0,Go Crazy,39,2005-07-26,0.341,84.208,0.626,2005;
167617,12049,0.0322,['Mick Jagger'],0.5589999999999999,247907,0.7040000000000001,0,4cHBP73V974hbCl66gvWsi,2.46e-06,9,0.401,-9.887,1,Memo From Turner,45,2005-12-06,0.0742,82.947,0.768,2005;
167618,12050,0.349,['Broadcast'],0.631,235013,0.609,0,5G2hkgy9evYecU5iEuNNzj,0.777,2,0.223,-9.802999999999999,1,Corporeal,43,2005-09-19,0.0509,124.98299999999999,0.267,2005;
167619,12051,0.23800000000000002,['Ambrosia'],0.498,324040,0.723,0,0CWD6Vq8az9trL6L5IyrIj,0.0,10,0.353,-8.052999999999999,1,Biggest Part of Me,40,2005-04-19,0.05,153.227,0.882,2005;
167620,12052,4.4e-05,['Bikini Kill'],0.34600000000000003,216000,0.862,0,3VKly1IGagrEfPAAyw96M4,0.00421,8,0.085,-6.893,1,Feels Blind,42,2005,0.0293,108.729,0.8859999999999999,2005;
167621,12053,0.0984,['The Offspring'],0.7240000000000001,188480,0.902,0,0liuIQRbJ0AgDXmM7U2QHs,1.46e-06,11,0.0476,-3.699,0,Pretty Fly (For A White Guy),44,2005-06-21,0.0936,143.375,0.963,2005;
167622,12054,0.0017,['Cartel'],0.541,169347,0.599,0,2GMhTbfqswlZiGBuDlyLeM,0.0,8,0.16399999999999998,-5.626,1,Runaway,39,2005,0.0362,157.606,0.599,2005;
"167623,12055,0.121,""['Joaquin Phoenix', 'Reese Witherspoon']"",0.76,169867,0.878,0,2QiHR2oLg8Eqj1QgBvUnUM,0.0458,7,0.0896,-7.121,1,Jackson,38,2005-01-01,0.0565,131.911,0.522,2005";
167624,12056,0.00275,['Bloodhound Gang'],0.47200000000000003,172507,0.9790000000000001,0,5IlnXh8UP2AxrtHNADivPz,7.55e-06,9,0.111,-3.8960000000000004,1,Ralph Wiggum,46,2005-01-01,0.0721,157.985,0.638,2005;
167625,12057,0.0672,['Michael Jackson'],0.884,351347,0.9279999999999999,0,6AZZzlQD1FThgAcWIgu3g1,0.0152,11,0.054000000000000006,-4.569,1,Don't Stop 'Til You Get Enough,45,2005-07-19,0.0877,119.354,0.914,2005;
"167626,12058,0.284,""['Alanis Morissette', 'Christopher Fogel']"",0.662,257827,0.6509999999999999,0,1UfDvk4VmNlbhbWyeMWlsV,0.000151,0,0.122,-4.793,1,Thank You,52,2005-11-11,0.0255,92.213,0.523,2005";
"167627,12059,0.9159999999999999,""[""""George Balanchine's The Nutcracker"""", 'David Zinman', 'New York City Ballet Orchestra']"",0.196,212800,0.16699999999999998,0,4dy6WLLdOsO7lisW8RLu83,0.782,9,0.109,-21.978,1,Act I: Marie and Fritz Awake/Guests Arrive/Unveiling of the Christmas Tree,41,2005-12-06,0.0444,93.95,0.0922,2005";
167628,12060,0.45799999999999996,['Brian Culbertson'],0.6679999999999999,234000,0.547,0,5ClGoF3ctjs65gRIhqJR7Y,0.93,8,0.0742,-13.047,0,Dreaming Of You,42,2005-01-01,0.0526,85.00299999999999,0.76,2005;
167629,12061,0.000348,['The National'],0.342,217027,0.9440000000000001,0,67MnV8Vbo6ebOZKYp5oi3n,0.257,0,0.0848,-3.873,1,Abel,45,2005-04-11,0.0489,158.805,0.413,2005;
167630,12062,0.231,['Nujabes'],0.672,260467,0.767,0,45ejirK0hfPnsjgzj3s7gP,0.815,6,0.35600000000000004,-6.845,0,Music is mine,44,2005-11-11,0.0546,105.98700000000001,0.503,2005;
"167631,12063,0.141,""['*NSYNC', 'Nelly']"",0.7879999999999999,284467,0.882,0,5XEhSc7eNNtM6KJxddoZLx,0.0,8,0.0633,-4.173,1,Girlfriend (feat. Nelly) - The Neptunes Remix,38,2005-10-25,0.225,93.993,0.8640000000000001,2005";
